Date,Survival Overall Est,Survival Overall LCL 80,Survival Overall UCL 80,Survival Sacramento Est,Survival Sacramento LCL 80,Survival Sacramento UCL 80,Survival Yolo Est,Survival Yolo LCL 80,Survival Yolo UCL 80,Survival Sutter Est,Survival Sutter LCL 80,Survival Sutter UCL 80,Survival Steamboat Est,Survival Steamboat LCL 80,Survival Steamboat UCL 80,Survival Interior Delta Est,Survival Interior Delta LCL 80,Survival Interior Delta UCL 80,Routing Probability Sacramento Est,Routing Probability Sacramento LCL 80,Routing Probability Sacramento UCL 80,Routing Probability Yolo Est,Routing Probability Yolo LCL 80,Routing Probability Yolo UCL 80,Routing Probability Sutter Est,Routing Probability Sutter LCL 80,Routing Probability Sutter UCL 80,Routing Probability Steamboat Est,Routing Probability Steamboat LCL 80,Routing Probability Steamboat UCL 80,Routing Probability Interior Delta Est,Routing Probability Interior Delta LCL 80,Routing Probability Interior Delta UCL 80,Median Travel Time Overall Est,Median Travel Time Overall LCL 80,Median Travel Time Overall UCL 80,Median Travel Time Sacramento Est,Median Travel Time Sacramento LCL 80,Median Travel Time Sacramento UCL 80,Median Travel Time Yolo Est,Median Travel Time Yolo LCL 80,Median Travel Time Yolo UCL 80,Median Travel Time Sutter Est,Median Travel Time Sutter LCL 80,Median Travel Time Sutter UCL 80,Median Travel Time Steamboat Est,Median Travel Time Steamboat LCL 80,Median Travel Time Steamboat UCL 80,Median Travel Time Interior Delta Est,Median Travel Time Interior Delta LCL 80,Median Travel Time Interior Delta UCL 80
2023-10-01,0.0603587163583842,0.0208496491629035,0.106688842277896,0.061723195740657,0.018007139574487,0.117253476866744,NA,NA,NA,0.0943349304177727,0.0292239619704803,0.182798111214119,0.0559225878104183,0.0129047193919079,0.115395079611558,0.0241457485742468,0.00401918138017729,0.0528751293357533,0.595552072992214,0.560734813689359,0.631245815079545,6.96867704754154e-10,1.88289289179684e-13,8.29760498054045e-10,0.136905020615108,0.114252864831313,0.160669809045765,0.137026867881083,0.115779754346961,0.158557262864881,0.130516037814727,0.104748075486008,0.158176528984838,6.28591739714792,5.7380491392495,6.58327796731788,5.823,5,6,NA,NA,NA,5.995,6,6,5.471,5,6,9.559,9,10
2023-10-02,0.0588269259800216,0.020420870474732,0.103502136212269,0.0594503014056268,0.0170244614097536,0.113196530534062,NA,NA,NA,0.0957193858855922,0.0285573626336051,0.186763813990825,0.0541151266976079,0.0119060721818627,0.113226451729819,0.0233604205898923,0.00367458417981746,0.0520982355721015,0.594157229905141,0.55882095289782,0.630488342346075,7.280105551092e-10,2.02401665421241e-13,8.68775917518847e-10,0.13709024409041,0.114170962523096,0.161005516942619,0.137801525659954,0.116021683674954,0.159612544662621,0.130950999616484,0.104699223864344,0.158978803677344,6.18332327686369,5.63494644919816,6.55822714782424,5.692,5,6,NA,NA,NA,5.975,6,6,5.353,5,6,9.504,9,10
2023-10-03,0.0446980038494225,0.0134012586340027,0.0821677458874145,0.0444828637054328,0.0103719857939146,0.0887547351537924,NA,NA,NA,0.0764970271002594,0.0193457632508851,0.156422847317907,0.0406883084896243,0.00738185147904526,0.089252567303187,0.0175493362430855,0.00219494667772289,0.0410620031001493,0.592568578515595,0.556582943969172,0.629465534578709,7.7267650228334e-10,2.16111544759658e-13,9.01566304704861e-10,0.137305348514626,0.114086596949932,0.161580820592634,0.138698087928485,0.116316970214911,0.161626797197002,0.131427984268618,0.104888816017612,0.160104166411906,6.21418825524141,5.66584076833048,6.5687511933377,5.726,5,6,NA,NA,NA,5.98,6,6,5.386,5,6,9.535,9,10
2023-10-04,0.0311331901093144,0.00700607866609039,0.0606752016239967,0.0304808455788929,0.00529751552574221,0.0641234488503,NA,NA,NA,0.056086652602942,0.0113739811871331,0.122477633072737,0.0280086825831755,0.00385334762165918,0.0647982615367131,0.012036973183505,0.0011598626674529,0.0287347392103499,0.59093144282139,0.55428794398922,0.628404656624321,8.40572466926329e-10,2.17648264734952e-13,9.52217102224093e-10,0.137531197148099,0.113717928782104,0.16206926944173,0.139636308240824,0.116686417744225,0.162944452176068,0.131901050949114,0.104778274872667,0.161190673372803,6.32641366710875,5.81884839869181,6.62059611821434,5.856,5,6,NA,NA,NA,5.998,6,6,5.509,5,6,9.641,9,11
2023-10-05,0.0216833218369818,0.00394800324975097,0.0443909241289782,0.02094735176634,0.00285078151024639,0.0468210307206129,NA,NA,NA,0.0407162810231307,0.00648845430341568,0.0922641492215299,0.0193047902748676,0.00217042580433765,0.0459928183087495,0.00821657499327388,0.000599968864813815,0.0199291982622171,0.589425542237678,0.55209599873456,0.627331485864278,9.1371525418277e-10,2.16727838521897e-13,9.84637282691672e-10,0.137744881678046,0.113360018368925,0.162537588145822,0.140520390339085,0.116959986587798,0.164206574398013,0.132309184831476,0.104664136848166,0.162057537125614,6.46567967843183,6.25350592945996,6.69957776324785,5.975,6,6,NA,NA,NA,6.033,6,6,5.739,5,6,9.873,9,11
2023-10-06,0.0155163196788836,0.00228122366788164,0.0338532679462399,0.0149168314043439,0.00168178959717137,0.0338705616610582,NA,NA,NA,0.0296780490353322,0.00374232660299195,0.0675512130832229,0.0137635103791246,0.00124049591130188,0.0341771514506261,0.00573531101400509,0.000378570176411042,0.0139796392972263,0.588279955633935,0.550304073183554,0.626854895001399,9.86366069692401e-10,2.1849902943585e-13,1.03578432272766e-09,0.137912896215784,0.113339201632135,0.162887365686284,0.141213164722312,0.117300098912616,0.165308376064173,0.132593982441604,0.104641333878568,0.162629372289515,6.62115662651974,6.36615462930779,6.93875677148983,6.082,6,6,NA,NA,NA,6.098,6,7,6.005,6,6,10.211,9,11
2023-10-07,0.0119230534965101,0.001547906857852,0.0270736748188664,0.0115365153648741,0.00117014205538873,0.0261466213782566,NA,NA,NA,0.0225041208963937,0.00241064283376583,0.0515384916037778,0.0106885810571079,0.000888652204113143,0.026808415780727,0.00428353378269504,0.000269742800737458,0.0102202159362984,0.587611351614774,0.549158912940716,0.626585646396597,1.06221378158803e-09,2.21552875352823e-13,1.10933798591139e-09,0.138012283764706,0.113247157556256,0.163447705903228,0.141623051966435,0.117552258080535,0.165882200785644,0.132753311591871,0.104677439911842,0.162902311732955,6.96282233196315,6.4532811829423,7.5438238394647,6.443,6,7,NA,NA,NA,6.365,6,7,6.331,6,7,10.56,9,12
2023-10-08,0.0107957544972398,0.00136617166449331,0.0242930884022508,0.010579322122899,0.00120172060966183,0.0238567089291221,NA,NA,NA,0.0196472643945318,0.00223264625484721,0.0452852214036182,0.00993908728786305,0.000945413183457583,0.0242021266239699,0.00376287702290399,0.000263390580737131,0.00870328523542844,0.587248274156956,0.54861607926386,0.626403026133759,1.13669812557458e-09,2.21706176556384e-13,1.17670344387038e-09,0.138062215961498,0.11323743691982,0.163567525964747,0.141831100266789,0.117626567202492,0.166219689141954,0.132858408478059,0.104775564611998,0.163027994962788,7.40256016363919,6.60352599704756,8.24734920050424,6.883,6,8,NA,NA,NA,6.871,6,8,6.762,6,8,10.937,10,12
2023-10-09,0.015601823012183,0.00269251731455988,0.0332904853079092,0.015434442266676,0.00234937028279236,0.0337803564295646,NA,NA,NA,0.0274401810480447,0.0043863118923318,0.0609493085697487,0.0148054218786524,0.00191348388835009,0.0350189096610549,0.0053105541422525,0.000524959715387193,0.0123723915649788,0.586864629751794,0.548151367498363,0.626303818898431,1.20173570555479e-09,2.2878353961159e-13,1.24041776217308e-09,0.138110012884822,0.113215392933975,0.163807095685881,0.14203173666853,0.11770097169478,0.166644123707203,0.132993619493118,0.104707284830017,0.163272305901157,7.35377671499461,6.61059686646957,7.88787685192483,6.829,6,7,NA,NA,NA,6.897,6,8,6.683,6,7,10.862,10,12
2023-10-10,0.0268426885802768,0.00663493203114816,0.0527926943821531,0.026677629001483,0.00576878785572539,0.0545733605454869,NA,NA,NA,0.0461754691185028,0.0106281521230022,0.0968984815032981,0.0261034502636656,0.00466353937048265,0.0588096093023728,0.00898626666711464,0.0012806053727,0.0202918773863997,0.586258571987254,0.547197257007827,0.626085253127559,1.26858934394228e-09,2.37302676181638e-13,1.30578394094534e-09,0.138188661342648,0.113131542873229,0.164225170701828,0.142359315837749,0.11788515330529,0.167083892036648,0.133193449563761,0.104627806084737,0.163654920643202,7.0958830098466,6.50006709485053,7.63090407235902,6.563,6,7,NA,NA,NA,6.711,6,7,6.363,6,7,10.623,10,12
